"GeneSym","source_desc","protein","cell","Tissue","target_id","weight"
"EIF5",NA,"1983","JL-1","Mesothelioma",-666,1
"ERH",NA,"2079","JL-1","Mesothelioma",-666,1
"ETF1",NA,"2107","JL-1","Mesothelioma",-666,1
"FAU",NA,"2197","JL-1","Mesothelioma",-666,1
"FCF1",NA,"51077","JL-1","Mesothelioma",-666,1
"GARS1",NA,"2617","JL-1","Mesothelioma",-666,1
"GPN1",NA,"11321","JL-1","Mesothelioma",-666,1
"GPN3",NA,"51184","JL-1","Mesothelioma",-666,1
"GSPT1",NA,"2935","JL-1","Mesothelioma",-666,1
"GTF2B",NA,"2959","JL-1","Mesothelioma",-666,1
"GTPBP4",NA,"23560","JL-1","Mesothelioma",-666,1
"H2BC11",NA,"8970","JL-1","Mesothelioma",-666,1
"HAUS1",NA,"115106","JL-1","Mesothelioma",-666,1
"HCFC1",NA,"3054","JL-1","Mesothelioma",-666,1
"HNRNPC",NA,"3183","JL-1","Mesothelioma",-666,1
"HNRNPK",NA,"3190","JL-1","Mesothelioma",-666,1
"HSPA5",NA,"3309","JL-1","Mesothelioma",-666,1
"HSPA9",NA,"3313","JL-1","Mesothelioma",-666,1
"HSPE1",NA,"3336","JL-1","Mesothelioma",-666,1
"IK",NA,"3550","JL-1","Mesothelioma",-666,1
"IMP3",NA,"55272","JL-1","Mesothelioma",-666,1
"INTS11",NA,"54973","JL-1","Mesothelioma",-666,1
"INTS4",NA,"92105","JL-1","Mesothelioma",-666,1
"KIF11",NA,"3832","JL-1","Mesothelioma",-666,1
"KPNB1",NA,"3837","JL-1","Mesothelioma",-666,1
"LSM2",NA,"57819","JL-1","Mesothelioma",-666,1
"LSM4",NA,"25804","JL-1","Mesothelioma",-666,1
"LSM7",NA,"51690","JL-1","Mesothelioma",-666,1
"MAD2L1",NA,"4085","JL-1","Mesothelioma",-666,1
"MCM2",NA,"4171","JL-1","Mesothelioma",-666,1
"MCM7",NA,"4176","JL-1","Mesothelioma",-666,1
"MED11",NA,"400569","JL-1","Mesothelioma",-666,1
"MED30",NA,"90390","JL-1","Mesothelioma",-666,1
"MTBP",NA,"27085","JL-1","Mesothelioma",-666,1
"MZT1",NA,"440145","JL-1","Mesothelioma",-666,1
"NDC80",NA,"10403","JL-1","Mesothelioma",-666,1
"NEDD1",NA,"121441","JL-1","Mesothelioma",-666,1
"NSF",NA,"4905","JL-1","Mesothelioma",-666,1
"NUDT21",NA,"11051","JL-1","Mesothelioma",-666,1
"NUF2",NA,"83540","JL-1","Mesothelioma",-666,1
"NUS1",NA,"116150","JL-1","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","JL-1","Mesothelioma",-666,1
"PCNA",NA,"5111","JL-1","Mesothelioma",-666,1
"PDRG1",NA,"81572","JL-1","Mesothelioma",-666,1
"PHB",NA,"5245","JL-1","Mesothelioma",-666,1
"PHB2",NA,"11331","JL-1","Mesothelioma",-666,1
"PHF5A",NA,"84844","JL-1","Mesothelioma",-666,1
"PLK1",NA,"5347","JL-1","Mesothelioma",-666,1
"POLD1",NA,"5424","JL-1","Mesothelioma",-666,1
"POLE",NA,"5426","JL-1","Mesothelioma",-666,1
"POLE2",NA,"5427","JL-1","Mesothelioma",-666,1
"POLR2B",NA,"5431","JL-1","Mesothelioma",-666,1
"POLR2C",NA,"5432","JL-1","Mesothelioma",-666,1
"POLR2E",NA,"5434","JL-1","Mesothelioma",-666,1
"POLR2F",NA,"5435","JL-1","Mesothelioma",-666,1
"POLR2H",NA,"5437","JL-1","Mesothelioma",-666,1
"POLR2L",NA,"5441","JL-1","Mesothelioma",-666,1
"POLR3A",NA,"11128","JL-1","Mesothelioma",-666,1
"POLR3B",NA,"55703","JL-1","Mesothelioma",-666,1
"POLR3F",NA,"10621","JL-1","Mesothelioma",-666,1
"POLR3K",NA,"51728","JL-1","Mesothelioma",-666,1
"PRELID1",NA,"27166","JL-1","Mesothelioma",-666,1
"PRIM1",NA,"5557","JL-1","Mesothelioma",-666,1
"PRPF19",NA,"27339","JL-1","Mesothelioma",-666,1
"PRPF31",NA,"26121","JL-1","Mesothelioma",-666,1
"PRPF38A",NA,"84950","JL-1","Mesothelioma",-666,1
"PRPF38B",NA,"55119","JL-1","Mesothelioma",-666,1
"PRPF8",NA,"10594","JL-1","Mesothelioma",-666,1
"PSMA1",NA,"5682","JL-1","Mesothelioma",-666,1
"PSMA2",NA,"5683","JL-1","Mesothelioma",-666,1
"PSMA3",NA,"5684","JL-1","Mesothelioma",-666,1
"PSMA4",NA,"5685","JL-1","Mesothelioma",-666,1
"PSMA5",NA,"5686","JL-1","Mesothelioma",-666,1
"PSMA6",NA,"5687","JL-1","Mesothelioma",-666,1
"PSMA7",NA,"5688","JL-1","Mesothelioma",-666,1
"PSMB1",NA,"5689","JL-1","Mesothelioma",-666,1
"PSMB2",NA,"5690","JL-1","Mesothelioma",-666,1
"PSMB3",NA,"5691","JL-1","Mesothelioma",-666,1
"PSMB4",NA,"5692","JL-1","Mesothelioma",-666,1
"PSMB7",NA,"5695","JL-1","Mesothelioma",-666,1
"ANKLE2",NA,"23141","NCI-H28","Mesothelioma",-666,1
"ATP6V1A",NA,"523","NCI-H28","Mesothelioma",-666,1
"BUB3",NA,"9184","NCI-H28","Mesothelioma",-666,1
"BUD31",NA,"8896","NCI-H28","Mesothelioma",-666,1
"CCT4",NA,"10575","NCI-H28","Mesothelioma",-666,1
"CDC16",NA,"8881","NCI-H28","Mesothelioma",-666,1
"CDC20",NA,"991","NCI-H28","Mesothelioma",-666,1
"CDC27",NA,"996","NCI-H28","Mesothelioma",-666,1
"CDC7",NA,"8317","NCI-H28","Mesothelioma",-666,1
"CDK1",NA,"983","NCI-H28","Mesothelioma",-666,1
"CHEK1",NA,"1111","NCI-H28","Mesothelioma",-666,1
"CHMP2A",NA,"27243","NCI-H28","Mesothelioma",-666,1
"CPSF4",NA,"10898","NCI-H28","Mesothelioma",-666,1
"DARS1",NA,"1615","NCI-H28","Mesothelioma",-666,1
"DONSON",NA,"29980","NCI-H28","Mesothelioma",-666,1
"EIF2B4",NA,"8890","NCI-H28","Mesothelioma",-666,1
"EIF2S1",NA,"1965","NCI-H28","Mesothelioma",-666,1
"EIF4A3",NA,"9775","NCI-H28","Mesothelioma",-666,1
"EIF5",NA,"1983","NCI-H28","Mesothelioma",-666,1
"ELOB",NA,"6923","NCI-H28","Mesothelioma",-666,1
"EXOSC6",NA,"118460","NCI-H28","Mesothelioma",-666,1
"FAU",NA,"2197","NCI-H28","Mesothelioma",-666,1
"FBL",NA,"2091","NCI-H28","Mesothelioma",-666,1
"GINS1",NA,"9837","NCI-H28","Mesothelioma",-666,1
"H2BC11",NA,"8970","NCI-H28","Mesothelioma",-666,1
"HEATR1",NA,"55127","NCI-H28","Mesothelioma",-666,1
"HINFP",NA,"25988","NCI-H28","Mesothelioma",-666,1
"HNRNPK",NA,"3190","NCI-H28","Mesothelioma",-666,1
"HSPE1",NA,"3336","NCI-H28","Mesothelioma",-666,1
"KPNB1",NA,"3837","NCI-H28","Mesothelioma",-666,1
"LRR1",NA,"122769","NCI-H28","Mesothelioma",-666,1
"MED6",NA,"10001","NCI-H28","Mesothelioma",-666,1
"MMS22L",NA,"253714","NCI-H28","Mesothelioma",-666,1
"NCBP2",NA,"22916","NCI-H28","Mesothelioma",-666,1
"NIP7",NA,"51388","NCI-H28","Mesothelioma",-666,1
"NUDT21",NA,"11051","NCI-H28","Mesothelioma",-666,1
"PABPN1",NA,"8106","NCI-H28","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","NCI-H28","Mesothelioma",-666,1
"PCNA",NA,"5111","NCI-H28","Mesothelioma",-666,1
"PHB",NA,"5245","NCI-H28","Mesothelioma",-666,1
"PHB2",NA,"11331","NCI-H28","Mesothelioma",-666,1
"PHF5A",NA,"84844","NCI-H28","Mesothelioma",-666,1
"PLK1",NA,"5347","NCI-H28","Mesothelioma",-666,1
"POLE2",NA,"5427","NCI-H28","Mesothelioma",-666,1
"POLR1A",NA,"25885","NCI-H28","Mesothelioma",-666,1
"POLR1F",NA,"221830","NCI-H28","Mesothelioma",-666,1
"POLR2C",NA,"5432","NCI-H28","Mesothelioma",-666,1
"POLR2I",NA,"5438","NCI-H28","Mesothelioma",-666,1
"POLR2L",NA,"5441","NCI-H28","Mesothelioma",-666,1
"PRPF19",NA,"27339","NCI-H28","Mesothelioma",-666,1
"PRPF38A",NA,"84950","NCI-H28","Mesothelioma",-666,1
"PSMA7",NA,"5688","NCI-H28","Mesothelioma",-666,1
"PSMB3",NA,"5691","NCI-H28","Mesothelioma",-666,1
"PSMB6",NA,"5694","NCI-H28","Mesothelioma",-666,1
"PUF60",NA,"22827","NCI-H28","Mesothelioma",-666,1
"RACK1",NA,"10399","NCI-H28","Mesothelioma",-666,1
"RAN",NA,"5901","NCI-H28","Mesothelioma",-666,1
"RBM39",NA,"9584","NCI-H28","Mesothelioma",-666,1
"RNGTT",NA,"8732","NCI-H28","Mesothelioma",-666,1
"RPA2",NA,"6118","NCI-H28","Mesothelioma",-666,1
"RPL10A",NA,"4736","NCI-H28","Mesothelioma",-666,1
"RPL11",NA,"6135","NCI-H28","Mesothelioma",-666,1
"RPL12",NA,"6136","NCI-H28","Mesothelioma",-666,1
"RPL13",NA,"6137","NCI-H28","Mesothelioma",-666,1
"RPL15",NA,"6138","NCI-H28","Mesothelioma",-666,1
"RPL18A",NA,"6142","NCI-H28","Mesothelioma",-666,1
"RPL19",NA,"6143","NCI-H28","Mesothelioma",-666,1
"RPL21",NA,"6144","NCI-H28","Mesothelioma",-666,1
"RPL23",NA,"9349","NCI-H28","Mesothelioma",-666,1
"RPL24",NA,"6152","NCI-H28","Mesothelioma",-666,1
"RPL27",NA,"6155","NCI-H28","Mesothelioma",-666,1
"RPL27A",NA,"6157","NCI-H28","Mesothelioma",-666,1
"RPL30",NA,"6156","NCI-H28","Mesothelioma",-666,1
"RPL31",NA,"6160","NCI-H28","Mesothelioma",-666,1
"RPL32",NA,"6161","NCI-H28","Mesothelioma",-666,1
"RPL36",NA,"25873","NCI-H28","Mesothelioma",-666,1
"RPL4",NA,"6124","NCI-H28","Mesothelioma",-666,1
"RPL7",NA,"6129","NCI-H28","Mesothelioma",-666,1
"RPL8",NA,"6132","NCI-H28","Mesothelioma",-666,1
"RPLP0",NA,"6175","NCI-H28","Mesothelioma",-666,1
"RPS11",NA,"6205","NCI-H28","Mesothelioma",-666,1
"RPS12",NA,"6206","NCI-H28","Mesothelioma",-666,1
"RPS13",NA,"6207","NCI-H28","Mesothelioma",-666,1
"RPS15A",NA,"6210","NCI-H28","Mesothelioma",-666,1
"RPS19",NA,"6223","NCI-H28","Mesothelioma",-666,1
"RPS2",NA,"6187","NCI-H28","Mesothelioma",-666,1
"RPS20",NA,"6224","NCI-H28","Mesothelioma",-666,1
"RPS23",NA,"6228","NCI-H28","Mesothelioma",-666,1
"RPS27A",NA,"6233","NCI-H28","Mesothelioma",-666,1
"RPS29",NA,"6235","NCI-H28","Mesothelioma",-666,1
"RPS3",NA,"6188","NCI-H28","Mesothelioma",-666,1
"RPS4X",NA,"6191","NCI-H28","Mesothelioma",-666,1
"RPS6",NA,"6194","NCI-H28","Mesothelioma",-666,1
"RPS7",NA,"6201","NCI-H28","Mesothelioma",-666,1
"RPS8",NA,"6202","NCI-H28","Mesothelioma",-666,1
"RPS9",NA,"6203","NCI-H28","Mesothelioma",-666,1
"RRM1",NA,"6240","NCI-H28","Mesothelioma",-666,1
"RRM2",NA,"6241","NCI-H28","Mesothelioma",-666,1
"SCFD1",NA,"23256","NCI-H28","Mesothelioma",-666,1
"SF3A1",NA,"10291","NCI-H28","Mesothelioma",-666,1
"SF3B1",NA,"23451","NCI-H28","Mesothelioma",-666,1
"SF3B5",NA,"83443","NCI-H28","Mesothelioma",-666,1
"SFPQ",NA,"6421","NCI-H28","Mesothelioma",-666,1
"SMU1",NA,"55234","NCI-H28","Mesothelioma",-666,1
"SNRNP200",NA,"23020","NCI-H28","Mesothelioma",-666,1
"SNRPA1",NA,"6627","NCI-H28","Mesothelioma",-666,1
"SNRPB",NA,"6628","NCI-H28","Mesothelioma",-666,1
"SNRPD1",NA,"6632","NCI-H28","Mesothelioma",-666,1
"SNRPF",NA,"6636","NCI-H28","Mesothelioma",-666,1
"SNU13",NA,"4809","NCI-H28","Mesothelioma",-666,1
"SRBD1",NA,"55133","NCI-H28","Mesothelioma",-666,1
"SRSF2",NA,"6427","NCI-H28","Mesothelioma",-666,1
"SRSF3",NA,"6428","NCI-H28","Mesothelioma",-666,1
"SRSF7",NA,"6432","NCI-H28","Mesothelioma",-666,1
"TCP1",NA,"6950","NCI-H28","Mesothelioma",-666,1
"THOC2",NA,"57187","NCI-H28","Mesothelioma",-666,1
"TSR2",NA,"90121","NCI-H28","Mesothelioma",-666,1
"TUBB",NA,"203068","NCI-H28","Mesothelioma",-666,1
"TXNL4A",NA,"10907","NCI-H28","Mesothelioma",-666,1
"UBL5",NA,"59286","NCI-H28","Mesothelioma",-666,1
"WDR43",NA,"23160","NCI-H28","Mesothelioma",-666,1
"WEE1",NA,"7465","NCI-H28","Mesothelioma",-666,1
"ZNF207",NA,"7756","NCI-H28","Mesothelioma",-666,1
"ZNHIT2",NA,"741","NCI-H28","Mesothelioma",-666,1
"RPL3",NA,"6122","NCI-H28","Mesothelioma",-666,1
"PSMA3",NA,"5684","NCI-H28","Mesothelioma",-666,1
"CDC5L",NA,"988","NCI-H28","Mesothelioma",-666,1
"RPS5",NA,"6193","NCI-H28","Mesothelioma",-666,1
"ANAPC4",NA,"29945","LO68","Mesothelioma",-666,1
"ANKLE2",NA,"23141","LO68","Mesothelioma",-666,1
"AQR",NA,"9716","LO68","Mesothelioma",-666,1
"ATP6V0C",NA,"527","LO68","Mesothelioma",-666,1
"ATP6V1A",NA,"523","LO68","Mesothelioma",-666,1
"BANF1",NA,"8815","LO68","Mesothelioma",-666,1
"BUB3",NA,"9184","LO68","Mesothelioma",-666,1
"BUD31",NA,"8896","LO68","Mesothelioma",-666,1
"CCT3",NA,"7203","LO68","Mesothelioma",-666,1
"CDC20",NA,"991","LO68","Mesothelioma",-666,1
"CDC27",NA,"996","LO68","Mesothelioma",-666,1
"CDC5L",NA,"988","LO68","Mesothelioma",-666,1
"CENPK",NA,"64105","LO68","Mesothelioma",-666,1
"CHEK1",NA,"1111","LO68","Mesothelioma",-666,1
"CKAP5",NA,"9793","LO68","Mesothelioma",-666,1
"CLP1",NA,"10978","LO68","Mesothelioma",-666,1
"COPA",NA,"1314","LO68","Mesothelioma",-666,1
"COPB2",NA,"9276","LO68","Mesothelioma",-666,1
"DDB1",NA,"1642","LO68","Mesothelioma",-666,1
"DDX18",NA,"8886","LO68","Mesothelioma",-666,1
"DDX56",NA,"54606","LO68","Mesothelioma",-666,1
"DONSON",NA,"29980","LO68","Mesothelioma",-666,1
"DYNC1H1",NA,"1778","LO68","Mesothelioma",-666,1
"EEF2",NA,"1938","LO68","Mesothelioma",-666,1
"EIF2S1",NA,"1965","LO68","Mesothelioma",-666,1
"EIF4A3",NA,"9775","LO68","Mesothelioma",-666,1
"ERH",NA,"2079","LO68","Mesothelioma",-666,1
"ESPL1",NA,"9700","LO68","Mesothelioma",-666,1
"ETF1",NA,"2107","LO68","Mesothelioma",-666,1
"FAU",NA,"2197","LO68","Mesothelioma",-666,1
"FCF1",NA,"51077","LO68","Mesothelioma",-666,1
"GARS1",NA,"2617","LO68","Mesothelioma",-666,1
"GPN1",NA,"11321","LO68","Mesothelioma",-666,1
"GPN3",NA,"51184","LO68","Mesothelioma",-666,1
"GSPT1",NA,"2935","LO68","Mesothelioma",-666,1
"HNRNPK",NA,"3190","LO68","Mesothelioma",-666,1
"HSPE1",NA,"3336","LO68","Mesothelioma",-666,1
"IK",NA,"3550","LO68","Mesothelioma",-666,1
"IMP3",NA,"55272","LO68","Mesothelioma",-666,1
"KARS1",NA,"3735","LO68","Mesothelioma",-666,1
"KIF11",NA,"3832","LO68","Mesothelioma",-666,1
"LRR1",NA,"122769","LO68","Mesothelioma",-666,1
"LSM2",NA,"57819","LO68","Mesothelioma",-666,1
"MTBP",NA,"27085","LO68","Mesothelioma",-666,1
"NDC80",NA,"10403","LO68","Mesothelioma",-666,1
"NUS1",NA,"116150","LO68","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","LO68","Mesothelioma",-666,1
"PCNA",NA,"5111","LO68","Mesothelioma",-666,1
"PFDN2",NA,"5202","LO68","Mesothelioma",-666,1
"PHB",NA,"5245","LO68","Mesothelioma",-666,1
"PHF5A",NA,"84844","LO68","Mesothelioma",-666,1
"PLK1",NA,"5347","LO68","Mesothelioma",-666,1
"POLD3",NA,"10714","LO68","Mesothelioma",-666,1
"POLR1C",NA,"9533","LO68","Mesothelioma",-666,1
"POLR2B",NA,"5431","LO68","Mesothelioma",-666,1
"POLR2L",NA,"5441","LO68","Mesothelioma",-666,1
"POLR3K",NA,"51728","LO68","Mesothelioma",-666,1
"PRPF19",NA,"27339","LO68","Mesothelioma",-666,1
"PRPF38A",NA,"84950","LO68","Mesothelioma",-666,1
"PRPF38B",NA,"55119","LO68","Mesothelioma",-666,1
"PRPF8",NA,"10594","LO68","Mesothelioma",-666,1
"PSMA7",NA,"5688","LO68","Mesothelioma",-666,1
"PSMB4",NA,"5692","LO68","Mesothelioma",-666,1
"PSMC6",NA,"5706","LO68","Mesothelioma",-666,1
"PUF60",NA,"22827","LO68","Mesothelioma",-666,1
"RAD21",NA,"5885","LO68","Mesothelioma",-666,1
"RAN",NA,"5901","LO68","Mesothelioma",-666,1
"RPA1",NA,"6117","LO68","Mesothelioma",-666,1
"RPL10A",NA,"4736","LO68","Mesothelioma",-666,1
"RPL12",NA,"6136","LO68","Mesothelioma",-666,1
"RPL13",NA,"6137","LO68","Mesothelioma",-666,1
"RPL15",NA,"6138","LO68","Mesothelioma",-666,1
"RPL18A",NA,"6142","LO68","Mesothelioma",-666,1
"RPL21",NA,"6144","LO68","Mesothelioma",-666,1
"RPL23A",NA,"6147","LO68","Mesothelioma",-666,1
"RPL31",NA,"6160","LO68","Mesothelioma",-666,1
"RPL32",NA,"6161","LO68","Mesothelioma",-666,1
"RPL4",NA,"6124","LO68","Mesothelioma",-666,1
"RPL5",NA,"6125","LO68","Mesothelioma",-666,1
"RPL8",NA,"6132","LO68","Mesothelioma",-666,1
"RPLP0",NA,"6175","LO68","Mesothelioma",-666,1
"RPS12",NA,"6206","LO68","Mesothelioma",-666,1
"RPS13",NA,"6207","LO68","Mesothelioma",-666,1
"RPS15",NA,"6209","LO68","Mesothelioma",-666,1
"RPS19",NA,"6223","LO68","Mesothelioma",-666,1
"RPS2",NA,"6187","LO68","Mesothelioma",-666,1
"RPS20",NA,"6224","LO68","Mesothelioma",-666,1
"RPS3",NA,"6188","LO68","Mesothelioma",-666,1
"RPS4X",NA,"6191","LO68","Mesothelioma",-666,1
"RPS6",NA,"6194","LO68","Mesothelioma",-666,1
"RPS7",NA,"6201","LO68","Mesothelioma",-666,1
"RPSA",NA,"3921","LO68","Mesothelioma",-666,1
"RRM1",NA,"6240","LO68","Mesothelioma",-666,1
"RRM2",NA,"6241","LO68","Mesothelioma",-666,1
"RRN3",NA,"54700","LO68","Mesothelioma",-666,1
"SARS1",NA,"6301","LO68","Mesothelioma",-666,1
"SDE2",NA,"163859","LO68","Mesothelioma",-666,1
"SF1",NA,"7536","LO68","Mesothelioma",-666,1
"SF3A1",NA,"10291","LO68","Mesothelioma",-666,1
"SF3A3",NA,"10946","LO68","Mesothelioma",-666,1
"SF3B3",NA,"23450","LO68","Mesothelioma",-666,1
"SF3B5",NA,"83443","LO68","Mesothelioma",-666,1
"SFPQ",NA,"6421","LO68","Mesothelioma",-666,1
"SMC1A",NA,"8243","LO68","Mesothelioma",-666,1
"SNRNP200",NA,"23020","LO68","Mesothelioma",-666,1
"SNRPA1",NA,"6627","LO68","Mesothelioma",-666,1
"SNRPB",NA,"6628","LO68","Mesothelioma",-666,1
"SNRPD1",NA,"6632","LO68","Mesothelioma",-666,1
"SNRPD2",NA,"6633","LO68","Mesothelioma",-666,1
"SNRPF",NA,"6636","LO68","Mesothelioma",-666,1
"SNU13",NA,"4809","LO68","Mesothelioma",-666,1
"SRSF2",NA,"6427","LO68","Mesothelioma",-666,1
"SRSF3",NA,"6428","LO68","Mesothelioma",-666,1
"TNPO3",NA,"23534","LO68","Mesothelioma",-666,1
"TSR2",NA,"90121","LO68","Mesothelioma",-666,1
"TUT1",NA,"64852","LO68","Mesothelioma",-666,1
"TXNL4A",NA,"10907","LO68","Mesothelioma",-666,1
"UBA1",NA,"7317","LO68","Mesothelioma",-666,1
"WDR74",NA,"54663","LO68","Mesothelioma",-666,1
"WEE1",NA,"7465","LO68","Mesothelioma",-666,1
"YJU2",NA,"55702","LO68","Mesothelioma",-666,1
"TRMT112",NA,"51504","LO68","Mesothelioma",-666,1
"SAP30BP",NA,"29115","LO68","Mesothelioma",-666,1
"U2AF2",NA,"11338","LO68","Mesothelioma",-666,1
"CCT4",NA,"10575","LO68","Mesothelioma",-666,1
"FARSB",NA,"10056","LO68","Mesothelioma",-666,1
"INTS4",NA,"92105","LO68","Mesothelioma",-666,1
"RPS23",NA,"6228","LO68","Mesothelioma",-666,1
"AARS1",NA,"16","Mero-14","Mesothelioma",-666,1
"ANAPC11",NA,"51529","Mero-14","Mesothelioma",-666,1
"ANAPC2",NA,"29882","Mero-14","Mesothelioma",-666,1
"ANAPC4",NA,"29945","Mero-14","Mesothelioma",-666,1
"ANKLE2",NA,"23141","Mero-14","Mesothelioma",-666,1
"ATP6V0C",NA,"527","Mero-14","Mesothelioma",-666,1
"AURKB",NA,"9212","Mero-14","Mesothelioma",-666,1
"BANF1",NA,"8815","Mero-14","Mesothelioma",-666,1
"BUD31",NA,"8896","Mero-14","Mesothelioma",-666,1
"CCT2",NA,"10576","Mero-14","Mesothelioma",-666,1
"CCT3",NA,"7203","Mero-14","Mesothelioma",-666,1
"CCT4",NA,"10575","Mero-14","Mesothelioma",-666,1
"CCT6A",NA,"908","Mero-14","Mesothelioma",-666,1
"CDC23",NA,"8697","Mero-14","Mesothelioma",-666,1
"CDC45",NA,"8318","Mero-14","Mesothelioma",-666,1
"CDC5L",NA,"988","Mero-14","Mesothelioma",-666,1
"CDC7",NA,"8317","Mero-14","Mesothelioma",-666,1
"CLP1",NA,"10978","Mero-14","Mesothelioma",-666,1
"CNOT3",NA,"4849","Mero-14","Mesothelioma",-666,1
"COPB1",NA,"1315","Mero-14","Mesothelioma",-666,1
"COPB2",NA,"9276","Mero-14","Mesothelioma",-666,1
"DAD1",NA,"1603","Mero-14","Mesothelioma",-666,1
"DARS1",NA,"1615","Mero-14","Mesothelioma",-666,1
"DDX18",NA,"8886","Mero-14","Mesothelioma",-666,1
"DDX56",NA,"54606","Mero-14","Mesothelioma",-666,1
"DHDDS",NA,"79947","Mero-14","Mesothelioma",-666,1
"DHX15",NA,"1665","Mero-14","Mesothelioma",-666,1
"DONSON",NA,"29980","Mero-14","Mesothelioma",-666,1
"DTL",NA,"51514","Mero-14","Mesothelioma",-666,1
"DYNC1H1",NA,"1778","Mero-14","Mesothelioma",-666,1
"DYNLRB1",NA,"83658","Mero-14","Mesothelioma",-666,1
"EIF2S1",NA,"1965","Mero-14","Mesothelioma",-666,1
"EIF2S2",NA,"8894","Mero-14","Mesothelioma",-666,1
"EIF3B",NA,"8662","Mero-14","Mesothelioma",-666,1
"EIF3I",NA,"8668","Mero-14","Mesothelioma",-666,1
"EIF5",NA,"1983","Mero-14","Mesothelioma",-666,1
"ERH",NA,"2079","Mero-14","Mesothelioma",-666,1
"ETF1",NA,"2107","Mero-14","Mesothelioma",-666,1
"FAU",NA,"2197","Mero-14","Mesothelioma",-666,1
"FCF1",NA,"51077","Mero-14","Mesothelioma",-666,1
"GARS1",NA,"2617","Mero-14","Mesothelioma",-666,1
"GINS1",NA,"9837","Mero-14","Mesothelioma",-666,1
"GPN3",NA,"51184","Mero-14","Mesothelioma",-666,1
"H2BC11",NA,"8970","Mero-14","Mesothelioma",-666,1
"HCFC1",NA,"3054","Mero-14","Mesothelioma",-666,1
"HNRNPK",NA,"3190","Mero-14","Mesothelioma",-666,1
"HSPE1",NA,"3336","Mero-14","Mesothelioma",-666,1
"IARS1",NA,"3376","Mero-14","Mesothelioma",-666,1
"IMP3",NA,"55272","Mero-14","Mesothelioma",-666,1
"KIF11",NA,"3832","Mero-14","Mesothelioma",-666,1
"KIF23",NA,"9493","Mero-14","Mesothelioma",-666,1
"KPNB1",NA,"3837","Mero-14","Mesothelioma",-666,1
"LSM2",NA,"57819","Mero-14","Mesothelioma",-666,1
"LSM4",NA,"25804","Mero-14","Mesothelioma",-666,1
"LSM7",NA,"51690","Mero-14","Mesothelioma",-666,1
"LSM8",NA,"51691","Mero-14","Mesothelioma",-666,1
"MAT2A",NA,"4144","Mero-14","Mesothelioma",-666,1
"MMS22L",NA,"253714","Mero-14","Mesothelioma",-666,1
"MTBP",NA,"27085","Mero-14","Mesothelioma",-666,1
"MTREX",NA,"23517","Mero-14","Mesothelioma",-666,1
"NARS1",NA,"4677","Mero-14","Mesothelioma",-666,1
"NPLOC4",NA,"55666","Mero-14","Mesothelioma",-666,1
"NSF",NA,"4905","Mero-14","Mesothelioma",-666,1
"PABPN1",NA,"8106","Mero-14","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","Mero-14","Mesothelioma",-666,1
"PAM16",NA,"51025","Mero-14","Mesothelioma",-666,1
"PCNA",NA,"5111","Mero-14","Mesothelioma",-666,1
"PFDN2",NA,"5202","Mero-14","Mesothelioma",-666,1
"PFDN6",NA,"10471","Mero-14","Mesothelioma",-666,1
"PHB",NA,"5245","Mero-14","Mesothelioma",-666,1
"PHB2",NA,"11331","Mero-14","Mesothelioma",-666,1
"PHF5A",NA,"84844","Mero-14","Mesothelioma",-666,1
"POLR1C",NA,"9533","Mero-14","Mesothelioma",-666,1
"POLR2C",NA,"5432","Mero-14","Mesothelioma",-666,1
"POLR2F",NA,"5435","Mero-14","Mesothelioma",-666,1
"POLR2L",NA,"5441","Mero-14","Mesothelioma",-666,1
"PRPF19",NA,"27339","Mero-14","Mesothelioma",-666,1
"PRPF38A",NA,"84950","Mero-14","Mesothelioma",-666,1
"PRPF6",NA,"24148","Mero-14","Mesothelioma",-666,1
"PSMA1",NA,"5682","Mero-14","Mesothelioma",-666,1
"PSMA2",NA,"5683","Mero-14","Mesothelioma",-666,1
"PSMA3",NA,"5684","Mero-14","Mesothelioma",-666,1
"PSMA5",NA,"5686","Mero-14","Mesothelioma",-666,1
"PSMA6",NA,"5687","Mero-14","Mesothelioma",-666,1
"PSMB1",NA,"5689","Mero-14","Mesothelioma",-666,1
"PSMB3",NA,"5691","Mero-14","Mesothelioma",-666,1
"PSMB4",NA,"5692","Mero-14","Mesothelioma",-666,1
"PSMC3",NA,"5702","Mero-14","Mesothelioma",-666,1
"PUF60",NA,"22827","Mero-14","Mesothelioma",-666,1
"RAD21",NA,"5885","Mero-14","Mesothelioma",-666,1
"RAN",NA,"5901","Mero-14","Mesothelioma",-666,1
"RNGTT",NA,"8732","Mero-14","Mesothelioma",-666,1
"RPA3",NA,"6119","Mero-14","Mesothelioma",-666,1
"RPL10A",NA,"4736","Mero-14","Mesothelioma",-666,1
"RPL13",NA,"6137","Mero-14","Mesothelioma",-666,1
"RPL13A",NA,"23521","Mero-14","Mesothelioma",-666,1
"RPL15",NA,"6138","Mero-14","Mesothelioma",-666,1
"RPL18A",NA,"6142","Mero-14","Mesothelioma",-666,1
"RPL23",NA,"9349","Mero-14","Mesothelioma",-666,1
